list_date	action	fund_code	fund_name	company	inception_date	redemption_date	growth_quota_date	dividend_freq	tsumitate_target
20230621	追加	AY311189	ａｕスマート・ベーシック（安定）	ａｕアセットマネジメント株式会社	20180919		20240104	年1回	対象
20230621	追加	AY312189	ａｕスマート・ベーシック（安定成長）	ａｕアセットマネジメント株式会社	20180919		20240104	年1回	対象
20230621	追加	4431207B	ＢＮＰパリバ・ブラジル・ファンド（株式型）　	ＢＮＰパリバ・アセットマネジメント株式会社	20071116		20240104	年2回	非対象
20230621	追加	4431307B	ＢＮＰパリバ・ブラジル・ファンド（バランス型）　	ＢＮＰパリバ・アセットマネジメント株式会社	20071116		20240104	四半期	非対象
20230621	追加	1731798B	ＪＰＭアジア株・アクティブ・オープン	ＪＰモルガン・アセット・マネジメント株式会社	19981130		20240104	年2回	非対象
20230621	追加	17311951	ＪＰＭグローバル・ＣＢ・オープン’９５	ＪＰモルガン・アセット・マネジメント株式会社	19950131	20440130	20240104	年2回	非対象
20230621	追加	1731199C	ＪＰＭザ・ジャパン	ＪＰモルガン・アセット・マネジメント株式会社	19991215		20240104	年1回	非対象
20230621	追加	1731117A	ＪＰＭザ・ジャパン（年４回決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20171010	20441214	20240104	四半期	非対象
20230621	追加	17311137	ＪＰＭジャパンマイスター	ＪＰモルガン・アセット・マネジメント株式会社	20130712	20440711	20240104	年1回	非対象
20230621	追加	17311134	ＪＰＭ北米高配当・成長株ファンド（為替ヘッジなし、３ヵ月決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20130411	20440826	20240104	四半期	非対象
20230621	追加	17313134	ＪＰＭ北米高配当・成長株ファンド（為替ヘッジなし、年２回決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20130411	20440826	20240104	年2回	非対象
20230621	追加	17312134	ＪＰＭ北米高配当・成長株ファンド（米ドル対円ヘッジあり、３ヵ月決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20130411	20440826	20240104	四半期	非対象
20230621	追加	17314134	ＪＰＭ北米高配当・成長株ファンド（米ドル対円ヘッジあり、年２回決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20130411	20440826	20240104	年2回	非対象
20230621	追加	17311019	ＪＰＭワールド・ＣＢ・オープン	ＪＰモルガン・アセット・マネジメント株式会社	20010928		20240104	年2回	非対象
20230621	追加	17313211	ＪＰモルガン・アメリカ成長株ファンド（為替ヘッジあり、年１回決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20210125	20440125	20240104	年1回	非対象
20230621	追加	17311211	ＪＰモルガン・アメリカ成長株ファンド（為替ヘッジなし、年１回決算型）	ＪＰモルガン・アセット・マネジメント株式会社	20210125	20440125	20240104	年1回	非対象
20230621	追加	89312135	ＥＸＥ－ｉ　新興国株式ファンド	ＳＢＩアセットマネジメント株式会社	20130513		20240104	年1回	非対象
20230621	追加	89311135	ＥＸＥ－ｉ　先進国株式ファンド	ＳＢＩアセットマネジメント株式会社	20130513		20240104	年1回	非対象
20230621	追加	89319236	ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジあり）	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	8931A236	ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジなし）	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89316236	ＳＢＩ・ｉシェアーズ・米国総合債券インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	8931B236	ＳＢＩ・ｉシェアーズ・米国短期国債ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89317236	ＳＢＩ・ｉシェアーズ・米国投資適格社債（１－５年）インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89318236	ＳＢＩ・ｉシェアーズ・米国ハイイールド債券インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89311223	ＳＢＩ・ｉシェアーズ・米国バランス（２資産均等型）	ＳＢＩアセットマネジメント株式会社	20220322		20240104	年1回	非対象
20230621	追加	89311199	ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド　	ＳＢＩアセットマネジメント株式会社	20190926		20240104	年1回	対象
20230621	追加	89315236	ＳＢＩ・Ｖ・新興国株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89313236	ＳＢＩ・Ｖ・世界小型株式（除く米国）インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89312236	ＳＢＩ・Ｖ・先進国株式（除く米国）インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89311221	ＳＢＩ・Ｖ・全世界株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20220131		20240104	年1回	対象
20230621	追加	89311216	ＳＢＩ・Ｖ・全米株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20210629		20240104	年1回	対象
20230621	追加	89312216	ＳＢＩ・Ｖ・米国高配当株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20210629		20240104	年1回	非対象
20230621	追加	89314236	ＳＢＩ・Ｖ・米国小型株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	89311236	ＳＢＩ・Ｖ・米国増配株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20230608		20240104	年1回	非対象
20230621	追加	8931117C	ＳＢＩ・新興国株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20171206		20240104	年1回	対象
20230621	追加	89311181	ＳＢＩ・先進国株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20180112		20240104	年1回	対象
20230621	追加	8931217C	ＳＢＩ・全世界株式インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20171206		20240104	年1回	対象
20230621	追加	89311217	ＳＢＩ・中国Ａ株インデックス・ファンド	ＳＢＩアセットマネジメント株式会社	20210730		20240104	年1回	非対象
20230621	追加	91311179	ＴＯＲＡＮＯＴＥＣアクティブジャパン	ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社	20170929		20240104	年1回	非対象
20230621	追加	91311174	トラノコ・ファンド　Ⅰ	ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社	20170424		20240104	年1回	非対象
20230621	追加	91312174	トラノコ・ファンド　Ⅱ	ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社	20170424		20240104	年1回	非対象
20230621	追加	91313174	トラノコ・ファンド　Ⅲ	ＴＯＲＡＮＯＴＥＣ投信投資顧問株式会社	20170424		20240104	年1回	非対象
20230621	追加	50311191	ＵＢＳ　ＭＳＣＩ先進国ＥＳＧ株式インデックス・ファンド	ＵＢＳアセット・マネジメント株式会社	20190129		20240104	年1回	非対象
20230621	追加	50311078	ＵＢＳ気候変動関連グローバル成長株式ファンド　　	ＵＢＳアセット・マネジメント株式会社	20070831		20240104	年1回	非対象
20230621	追加	50311215	ＵＢＳ気候変動関連グローバル成長株式ファンド（年４回決算・予想分配金提示型）	ＵＢＳアセット・マネジメント株式会社	20210521		20240104	四半期	非対象
20230621	追加	5031220A	ＵＢＳグローバルＤＸ株式ファンド（資産成長型）	ＵＢＳアセット・マネジメント株式会社	20201015		20240104	年1回	非対象
20230621	追加	5031222A	ＵＢＳサステナブル向上・コアバリュー株式ファンド	ＵＢＳアセット・マネジメント株式会社	20221031		20240104	年1回	非対象
20230621	追加	5031109A	ＵＢＳ次世代テクノロジー・ファンド　	ＵＢＳアセット・マネジメント株式会社	20091023		20240104	年2回	非対象
20230621	追加	50311099	ＵＢＳ中国Ａ株ファンド（年１回決算型）　	ＵＢＳアセット・マネジメント株式会社	20090918	20450925	20240104	年1回	非対象
20230621	追加	5031118A	ＵＢＳ中国Ａ株ファンド（年４回決算型）	ＵＢＳアセット・マネジメント株式会社	20181010	20450925	20240104	四半期	非対象
20230621	追加	50311075	ＵＢＳ中国株式ファンド	ＵＢＳアセット・マネジメント株式会社	20070508		20240104	年1回	非対象
20230621	追加	50312182	ＵＢＳ中国新時代株式ファンド（年１回決算型）	ＵＢＳアセット・マネジメント株式会社	20180209	20450227	20240104	年1回	非対象
20230621	追加	50311182	ＵＢＳ中国新時代株式ファンド（年２回決算型）	ＵＢＳアセット・マネジメント株式会社	20180209	20450227	20240104	年2回	非対象
20230621	追加	68315233	ＡＬＡＭＣＯ　ＥＴＦバランスファンド　安定型（投資一任専用）	朝日ライフ　アセットマネジメント株式会社	20230322		20240104	年1回	非対象
20230621	追加	68311233	ＡＬＡＭＣＯ　ＥＴＦバランスファンド　積極型（投資一任専用）	朝日ライフ　アセットマネジメント株式会社	20230322		20240104	年1回	非対象
20230621	追加	68313233	ＡＬＡＭＣＯ　ＥＴＦバランスファンド　中立型（投資一任専用）	朝日ライフ　アセットマネジメント株式会社	20230322		20240104	年1回	非対象
20230621	追加	68314233	ＡＬＡＭＣＯ　ＥＴＦバランスファンド　やや安定型（投資一任専用）	朝日ライフ　アセットマネジメント株式会社	20230322		20240104	年1回	非対象
20230621	追加	68312233	ＡＬＡＭＣＯ　ＥＴＦバランスファンド　やや積極型（投資一任専用）	朝日ライフ　アセットマネジメント株式会社	20230322		20240104	年1回	非対象
20230621	追加	6831121A	ＷＣＭ　世界成長株厳選ファンド（資産成長型）	朝日ライフ　アセットマネジメント株式会社	20211013		20240104	年1回	非対象
20230621	追加	68311003	朝日Ｎｖｅｓｔ　グローバル　バリュー株オープン	朝日ライフ　アセットマネジメント株式会社	20000324		20240104	年1回	非対象
20230621	追加	68311216	朝日Ｎｖｅｓｔ　グローバル　バリュー株オープン（資産成長型）	朝日ライフ　アセットマネジメント株式会社	20210625		20240104	年1回	非対象
20230621	追加	6831115C	朝日Ｎｖｅｓｔ　グローバル　バリュー株オープン（年４回決算型）	朝日ライフ　アセットマネジメント株式会社	20151216		20240104	四半期	非対象
20230621	追加	68311002	朝日Ｎｖｅｓｔ　グローバル　ボンドオープン	朝日ライフ　アセットマネジメント株式会社	20000225		20240104	年2回	非対象
20230621	追加	68311009	朝日ライフ　ＳＲＩ　社会貢献ファンド	朝日ライフ　アセットマネジメント株式会社	20000928		20240104	年1回	非対象
20230621	追加	68311997	朝日ライフ　クオンツ　日本株オープン	朝日ライフ　アセットマネジメント株式会社	19990702		20240104	年1回	非対象
20230621	追加	6831100B	朝日ライフ　日経平均ファンド	朝日ライフ　アセットマネジメント株式会社	20001130		20240104	年1回	対象
20230621	追加	6831199B	朝日ライフ　リサーチ　日本株オープン	朝日ライフ　アセットマネジメント株式会社	19991126		20240104	年1回	非対象
20230621	追加	68311133	朝日ライフ・ＭＳＣＩ・グローイング・アセアン株式ファンド	朝日ライフ　アセットマネジメント株式会社	20130327		20240104	四半期	非対象
20230621	追加	68311186	ハリス世界株ファンド（資産成長型）	朝日ライフ　アセットマネジメント株式会社	20180626		20240104	年1回	非対象
20230621	追加	6831120C	ミローバ　グローバル・サステナブル株式ファンド	朝日ライフ　アセットマネジメント株式会社	20201229		20240104	年1回	非対象
20230621	追加	47312179	ＡＩ（人工知能）活用型世界株ファンド	アセットマネジメントＯｎｅ株式会社	20170929	20470920	20240104	年1回	非対象
20230621	追加	4731513C	ＤＩＡＭ　Ｊ－ＲＥＩＴオープン（１年決算コース）	アセットマネジメントＯｎｅ株式会社	20131206	20490716	20240104	年1回	非対象
20230621	追加	47312042	ＤＩＡＭ　Ｊ－ＲＥＩＴオープン（２カ月決算コース）	アセットマネジメントＯｎｅ株式会社	20040227		20240104	隔月	非対象
20230621	追加	47314091	ＤＩＡＭ外国株式パッシブ・ファンド	アセットマネジメントＯｎｅ株式会社	20090130		20240104	年1回	非対象
20230621	追加	47315091	ＤＩＡＭ外国債券パッシブ・ファンド	アセットマネジメントＯｎｅ株式会社	20090130		20240104	年1回	非対象
20230621	追加	47311091	ＤＩＡＭ国内株式パッシブ・ファンド	アセットマネジメントＯｎｅ株式会社	20090130		20240104	年1回	非対象
20230621	追加	47312091	ＤＩＡＭ国内債券パッシブ・ファンド	アセットマネジメントＯｎｅ株式会社	20090130		20240104	年1回	非対象
20230621	追加	47313091	ＤＩＡＭコモディティパッシブ・ファンド	アセットマネジメントＯｎｅ株式会社	20090130		20240104	年1回	非対象
20230621	追加	4731398C	ＤＬ日本株式オープン	アセットマネジメントＯｎｅ株式会社	19981215		20240104	年1回	非対象
20230621	追加	4731198A	ＭＨＡＭ　ＴＯＰＩＸオープン	アセットマネジメントＯｎｅ株式会社	19981022		20240104	年1回	非対象
20230621	追加	4731285A	ＭＨＡＭ株式インデックスファンド２２５	アセットマネジメントＯｎｅ株式会社	19851025		20240104	年1回	非対象
20230621	追加	47311769	ＭＨＡＭ株式オープン	アセットマネジメントＯｎｅ株式会社	19760917		20240104	年1回	非対象
20230621	追加	47312002	ＭＨＡＭ新興成長株オープン	アセットマネジメントＯｎｅ株式会社	20000225		20240104	年1回	非対象
20230621	追加	4731399A	ＭＨＡＭ日本成長株オープン	アセットマネジメントＯｎｅ株式会社	19991022		20240104	年2回	非対象
20230621	追加	47311046	ＭＨＡＭ物価連動国債ファンド	アセットマネジメントＯｎｅ株式会社	20040601		20240104	年2回	非対象
20230621	追加	47314195	Ｏｎｅ　ＮＹダウ・インデックス・ファンド	アセットマネジメントＯｎｅ株式会社	20190529		20240104	年1回	非対象
20230621	追加	47314233	Ｏｎｅグローバル最適化バランス（安定型）＜ラップ向け＞	アセットマネジメントＯｎｅ株式会社	20230315		20240104	年1回	非対象
20230621	追加	47315233	Ｏｎｅグローバル最適化バランス（成長型）＜ラップ向け＞	アセットマネジメントＯｎｅ株式会社	20230315		20240104	年1回	非対象
20230621	追加	47312208	Ｏｎｅグローバル中小型長期成長株ファンド	アセットマネジメントＯｎｅ株式会社	20200817	20501220	20240104	年1回	非対象
20230621	追加	47312219	Ｏｎｅグローバルバランス	アセットマネジメントＯｎｅ株式会社	20210916	20510915	20240104	年1回	非対象
20230621	追加	4731119B	Ｏｎｅ高配当利回り厳選ジャパン	アセットマネジメントＯｎｅ株式会社	20191113		20240104	年1回	非対象
20230621	追加	47311008	Ｏｎｅ国内株オープン	アセットマネジメントＯｎｅ株式会社	20000830		20240104	年1回	非対象
20230621	追加	47313192	Ｏｎｅ国内株オープン（年２回決算型）	アセットマネジメントＯｎｅ株式会社	20190228		20240104	年2回	非対象
20230621	追加	47311167	Ｏｎｅニッポン債券オープン	アセットマネジメントＯｎｅ株式会社	20160701	20460618	20240104	年2回	非対象
20230621	追加	47311863	インデックス　マネジメント　ファンド　２２５	アセットマネジメントＯｎｅ株式会社	19860319		20240104	年1回	非対象
20230621	追加	47314135	海外消費関連日本株ファンド	アセットマネジメントＯｎｅ株式会社	20130531	20460525	20240104	年1回	非対象
20230621	追加	47313162	企業価値成長小型株ファンド	アセットマネジメントＯｎｅ株式会社	20160229	20460220	20240104	年2回	非対象
20230621	追加	47311187	きらぼし・みらい応援株式ファンド	アセットマネジメントＯｎｅ株式会社	20180731	20480903	20240104	年2回	非対象
20230621	追加	4731198C	グローバル・ボンド・ポート（Ｃコース）	アセットマネジメントＯｎｅ株式会社	19981210		20240104	年2回	非対象
20230621	追加	47313179	厳選ジャパン	アセットマネジメントＯｎｅ株式会社	20170929		20240104	年2回	非対象
20230621	追加	47317154	コア資産形成ファンド	アセットマネジメントＯｎｅ株式会社	20150420	20480508	20240104	年1回	非対象
20230621	追加	47313185	新興企業日本株ファンド（資産成長型）	アセットマネジメントＯｎｅ株式会社	20180518	20480917	20240104	年1回	非対象
20230621	追加	47313042	新光小型株オープン	アセットマネジメントＯｎｅ株式会社	20040202	20490201	20240104	年1回	非対象
20230621	追加	47311057	新光日本インカム株式ファンド（３ヵ月決算型）	アセットマネジメントＯｎｅ株式会社	20050729	20450728	20240104	四半期	非対象
20230621	追加	47314138	新光日本小型株ファンド	アセットマネジメントＯｎｅ株式会社	20130802	20480717	20240104	年1回	非対象
20230621	追加	47311179	世界ｅコマース関連株式オープン	アセットマネジメントＯｎｅ株式会社	20170907	20470722	20240104	年1回	非対象
20230621	追加	47319173	たわらノーロード　ＮＹダウ	アセットマネジメントＯｎｅ株式会社	20170321		20240104	年1回	対象
20230621	追加	47318233	たわらノーロード　Ｓ＆Ｐ５００	アセットマネジメントＯｎｅ株式会社	20230330		20240104	年1回	対象
20230621	追加	47317173	たわらノーロード　ＴＯＰＩＸ	アセットマネジメントＯｎｅ株式会社	20170321		20240104	年1回	対象
20230621	追加	4731915C	たわらノーロード　国内債券	アセットマネジメントＯｎｅ株式会社	20151218		20240104	年1回	非対象
20230621	追加	4731A15C	たわらノーロード　国内リート	アセットマネジメントＯｎｅ株式会社	20151218		20240104	年1回	非対象
20230621	追加	47314181	たわらノーロード　最適化バランス（安定型）	アセットマネジメントＯｎｅ株式会社	20180124		20240104	年1回	対象
20230621	追加	47315181	たわらノーロード　最適化バランス（安定成長型）	アセットマネジメントＯｎｅ株式会社	20180124		20240104	年1回	対象
20230621	追加	47316181	たわらノーロード　最適化バランス（成長型）	アセットマネジメントＯｎｅ株式会社	20180124		20240104	年1回	対象
20230621	追加	47317181	たわらノーロード　最適化バランス（積極型）	アセットマネジメントＯｎｅ株式会社	20180124		20240104	年1回	対象
20230621	追加	47313181	たわらノーロード　最適化バランス（保守型）	アセットマネジメントＯｎｅ株式会社	20180124		20240104	年1回	対象
20230621	追加	47311163	たわらノーロード　新興国株式	アセットマネジメントＯｎｅ株式会社	20160314		20240104	年1回	対象
20230621	追加	4731B15C	たわらノーロード　先進国株式	アセットマネジメントＯｎｅ株式会社	20151218		20240104	年1回	対象
20230621	追加	4731116A	たわらノーロード　先進国株式＜為替ヘッジあり＞	アセットマネジメントＯｎｅ株式会社	20161003		20240104	年1回	対象
20230621	追加	4731C15C	たわらノーロード　先進国債券	アセットマネジメントＯｎｅ株式会社	20151218		20240104	年1回	非対象
20230621	追加	4731216A	たわらノーロード　先進国債券＜為替ヘッジあり＞	アセットマネジメントＯｎｅ株式会社	20161003		20240104	年1回	非対象
20230621	追加	4731D15C	たわらノーロード　先進国リート	アセットマネジメントＯｎｅ株式会社	20151218		20240104	年1回	非対象
20230621	追加	47318173	たわらノーロード　先進国リート＜為替ヘッジあり＞	アセットマネジメントＯｎｅ株式会社	20170321		20240104	年1回	非対象
20230621	追加	47312197	たわらノーロード　全世界株式	アセットマネジメントＯｎｅ株式会社	20190722		20240104	年1回	対象
20230621	追加	4731815C	たわらノーロード　日経２２５	アセットマネジメントＯｎｅ株式会社	20151207		20240104	年1回	対象
20230621	追加	47313177	たわらノーロード　バランス（８資産均等型）	アセットマネジメントＯｎｅ株式会社	20170728		20240104	年1回	対象
20230621	追加	4731317B	たわらノーロード　バランス（堅実型）	アセットマネジメントＯｎｅ株式会社	20171108		20240104	年1回	対象
20230621	追加	4731517B	たわらノーロード　バランス（積極型）	アセットマネジメントＯｎｅ株式会社	20171108		20240104	年1回	対象
20230621	追加	4731417B	たわらノーロード　バランス（標準型）	アセットマネジメントＯｎｅ株式会社	20171108		20240104	年1回	対象
20230621	追加	47313986	ドルマネーファンド	アセットマネジメントＯｎｅ株式会社	19980619		20240104	四半期	非対象
20230621	追加	47311988	日経２２５ノーロードオープン	アセットマネジメントＯｎｅ株式会社	19980821		20240104	年1回	非対象
20230621	追加	47316102	日本債券ファンド	アセットマネジメントＯｎｅ株式会社	20100216	20441110	20240104	年1回	非対象
20230621	追加	4731A154	日本３資産ファンド（年１回決算型）	アセットマネジメントＯｎｅ株式会社	20150420	20481210	20240104	年1回	非対象
20230621	追加	4731216C	日本厳選中小型株ファンド	アセットマネジメントＯｎｅ株式会社	20161209	20461207	20240104	年1回	非対象
20230621	追加	4731499C	ファンド“メガ・テック”	アセットマネジメントＯｎｅ株式会社	19991206		20240104	年2回	非対象
20230621	追加	47311172	米国インフラ関連株式ファンド＜為替ヘッジあり＞	アセットマネジメントＯｎｅ株式会社	20170217	20470218	20240104	年2回	非対象
20230621	追加	47312172	米国インフラ関連株式ファンド＜為替ヘッジなし＞	アセットマネジメントＯｎｅ株式会社	20170217	20470218	20240104	年2回	非対象
20230621	追加	47311105	マネックス資産設計ファンド　エボリューション	アセットマネジメントＯｎｅ株式会社	20100528	20450111	20240104	年1回	非対象
20230621	追加	47312071	マネックス資産設計ファンド＜育成型＞	アセットマネジメントＯｎｅ株式会社	20070126		20240104	年1回	非対象
20230621	追加	47311071	マネックス資産設計ファンド＜隔月分配型＞	アセットマネジメントＯｎｅ株式会社	20070126		20240104	隔月	非対象
20230621	追加	47317138	みずほ　Ｊ－ＲＥＩＴ　ファンド（年１回決算型）	アセットマネジメントＯｎｅ株式会社	20130819	20480610	20240104	年1回	非対象
20230621	追加	47311161	未来変革日本株ファンド	アセットマネジメントＯｎｅ株式会社	20160129	20460426	20240104	年2回	非対象
20230621	追加	39311987	アライアンス・バーンスタイン・グローバル・グロース・オポチュニティーズ（年２回決算型）	アライアンス・バーンスタイン株式会社	19980731		20240104	年2回	非対象
20230621	追加	39311058	アライアンス・バーンスタイン・新興国成長株投信Ａコ－ス（為替ヘッジあり）	アライアンス・バーンスタイン株式会社	20050817	20440829	20240104	年1回	非対象
20230621	追加	39312058	アライアンス・バーンスタイン・新興国成長株投信Ｂコース（為替ヘッジなし）	アライアンス・バーンスタイン株式会社	20050817	20440829	20240104	年1回	非対象
20230621	追加	39311065	アライアンス・バーンスタイン・米国成長株投信Ａコース（為替ヘッジあり）	アライアンス・バーンスタイン株式会社	20060525	20440615	20240104	年2回	非対象
20230621	追加	39312065	アライアンス・バーンスタイン・米国成長株投信Ｂコース（為替ヘッジなし）	アライアンス・バーンスタイン株式会社	20060525	20440615	20240104	年2回	非対象
20230621	追加	39312236	アライアンス・バーンスタイン・米国割安株投信（隔月決算・予想分配金提示型）	アライアンス・バーンスタイン株式会社	20230616	20440516	20240104	隔月	非対象
20230621	追加	39311236	アライアンス・バーンスタイン・米国割安株投信（年２回決算型）	アライアンス・バーンスタイン株式会社	20230616	20440516	20240104	年2回	非対象
20230621	追加	90311049	ありがとうファンド	ありがとう投信株式会社	20040901		20240104	年1回	非対象
20230621	追加	8331106B	イーストスプリング・インド・インフラ株式ファンド	イーストスプリング・インベストメンツ株式会社	20061108		20240104	年2回	非対象
20230621	追加	83311049	イーストスプリング・インド株式オープン	イーストスプリング・インベストメンツ株式会社	20040930		20240104	年1回	非対象
20230621	追加	8331107C	イーストスプリング・インド株式ファンド（３ヵ月決算型）	イーストスプリング・インベストメンツ株式会社	20071218		20240104	四半期	非対象
20230621	追加	83311154	イーストスプリング・インド公益インフラ債券ファンド（年２回決算型）	イーストスプリング・インベストメンツ株式会社	20150410		20240104	年2回	非対象
20230621	追加	83311085	イーストスプリング・インド消費関連ファンド	イーストスプリング・インベストメンツ株式会社	20080530		20240104	年2回	非対象
20230621	追加	8331109B	イーストスプリング・インドネシア株式オープン	イーストスプリング・インベストメンツ株式会社	20091130		20240104	年2回	非対象
20230621	追加	83311182	イーストスプリング・インドネシア債券オープン（年２回決算型）	イーストスプリング・インベストメンツ株式会社	20180228		20240104	年2回	非対象
20230621	追加	83311076	イーストスプリング・グローイング・アジア株式オープン	イーストスプリング・インベストメンツ株式会社	20070629		20240104	年2回	非対象
20230621	追加	83311148	イーストスプリング・ジャパン中小型厳選バリュー株ファンド	イーストスプリング・インベストメンツ株式会社	20140808		20240104	年1回	非対象
20230621	追加	83311129	イーストスプリング・フィリピン株式オープン	イーストスプリング・インベストメンツ株式会社	20120928		20240104	年2回	非対象
20230621	追加	83312165	イーストスプリングＵＳ投資適格債ファンド・為替ヘッジ付（年２回決算型）	イーストスプリング・インベストメンツ株式会社	20160510		20240104	年2回	非対象
20230621	追加	18315201	ＥＳＧ欧州株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	18314201	ＥＳＧ米国株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	18316201	医療関連世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	1831118A	インベスコ　世界厳選株式オープン＜為替ヘッジあり＞（年１回決算型）	インベスコ・アセット・マネジメント株式会社	20181005		20240104	年1回	非対象
20230621	追加	1831218A	インベスコ　世界厳選株式オープン＜為替ヘッジなし＞（年１回決算型）	インベスコ・アセット・マネジメント株式会社	20181005		20240104	年1回	非対象
20230621	追加	18311222	インベスコ　世界消費関連成長株ファンド　Ａコース（為替ヘッジあり）	インベスコ・アセット・マネジメント株式会社	20220208		20240104	年1回	非対象
20230621	追加	18312222	インベスコ　世界消費関連成長株ファンド　Ｂコース（為替ヘッジなし）	インベスコ・アセット・マネジメント株式会社	20220208		20240104	年1回	非対象
20230621	追加	18311197	インベスコ　世界ブロックチェーン株式ファンド	インベスコ・アセット・マネジメント株式会社	20190711		20240104	年1回	非対象
20230621	追加	1831193C	インベスコ　店頭・成長株オープン	インベスコ・アセット・マネジメント株式会社	19931229		20240104	年1回	非対象
20230621	追加	18313201	クオリティ企業先進国株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	1831119C	国内債券インデックス・オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831219C	国内リートインデックス・オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	18311201	自社株買い企業世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	1831919C	新興国債券インデックス・オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831319C	先進国株式インデックス・オープン＜為替ヘッジあり＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831419C	先進国株式インデックス・オープン＜為替ヘッジなし＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831519C	先進国債券インデックス・オープン＜為替ヘッジあり＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831619C	先進国債券インデックス・オープン＜為替ヘッジなし＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831719C	先進国リートインデックス・オープン＜為替ヘッジあり＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	1831819C	先進国リートインデックス・オープン＜為替ヘッジなし＞（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20191216		20240104	年1回	非対象
20230621	追加	18317201	長寿社会世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	18318201	デジタル社会世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	18312201	連続増配企業世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	18319201	ロボティクス世界株式オープン（ラップ向け）	インベスコ・アセット・マネジメント株式会社	20200107		20240104	年1回	非対象
20230621	追加	AA311134	みのりの投信	株式会社ポートフォリア	20130430		20240104	年1回	非対象
20230621	追加	9Q311103	結い２１０１	鎌倉投信株式会社	20100329		20240104	年1回	対象
20230621	追加	9Y31813A	２１世紀東京　日本株式ファンド	カレラアセットマネジメント株式会社	20131030	20531015	20240104	年2回	非対象
